Project,Date,accessors,blocker_violations,conditions_to_cover,new_it_conditions_to_cover,new_conditions_to_cover,burned_budget,business_value,classes,class_complexity_distribution,comment_lines,commented_out_code_lines,comment_lines_density,comment_lines_data,complexity,class_complexity,file_complexity,function_complexity,complexity_in_classes,complexity_in_functions,branch_coverage,new_it_branch_coverage,new_branch_coverage,conditions_by_line,confirmed_issues,coverage,new_it_coverage,coverage_line_hits_data,new_coverage,covered_conditions_by_line,critical_violations,last_commit_date,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,duplications_data,false_positive_issues,files,file_complexity_distribution,functions,function_complexity_distribution,generated_lines,generated_ncloc,info_violations,violations,it_conditions_to_cover,it_branch_coverage,it_conditions_by_line,it_coverage,it_coverage_line_hits_data,it_covered_conditions_by_line,it_line_coverage,it_lines_to_cover,it_uncovered_conditions,it_uncovered_lines,line_coverage,new_it_line_coverage,new_line_coverage,lines,ncloc,ncloc_language_distribution,lines_to_cover,new_it_lines_to_cover,new_lines_to_cover,major_violations,minor_violations,ncloc_data,new_blocker_violations,new_critical_violations,new_info_violations,new_violations,new_major_violations,new_minor_violations,open_issues,overall_conditions_to_cover,new_overall_conditions_to_cover,overall_branch_coverage,new_overall_branch_coverage,overall_conditions_by_line,overall_coverage,overall_coverage_line_hits_data,new_overall_coverage,overall_covered_conditions_by_line,overall_line_coverage,new_overall_line_coverage,overall_lines_to_cover,new_overall_lines_to_cover,overall_uncovered_conditions,new_overall_uncovered_conditions,overall_uncovered_lines,new_overall_uncovered_lines,projects,public_api,public_documented_api_density,public_undocumented_api,quality_gate_details,alert_status,reopened_issues,skipped_tests,development_cost,sqale_rating,statements,new_technical_debt,sqale_debt_ratio,new_sqale_debt_ratio,uncovered_conditions,new_it_uncovered_conditions,new_uncovered_conditions,uncovered_lines,new_it_uncovered_lines,new_uncovered_lines,test_errors,test_failures,test_success_density,tests,test_data,test_execution_time,code_smells:complex_class,code_smells:blob_class,code_smells:class_data_private,code_smells:functional_decomposition,code_smells:spaghetti_code,code_smells:antisingleton,code_smells:baseclass_knows_derived,code_smells:baseclass_abstract,code_smells:large_class,code_smells:lazy_class,code_smells:long_method,code_smells:long_parameter_list,code_smells:many_field_attributes_not_complex,code_smells:message_chains,code_smells:refused_parent_bequest,code_smells:speculative_generality,code_smells:swiss_army_knife,code_smells:tradition_breaker,Jira
COCOON,2003-03-26T00:00:00+0100,327,17,null,null,null,null,null,1278,null,33005,null,24.2,null,24248,19.0,22.0,3.0,null,null,null,null,null,null,0,null,null,null,null,null,446,null,233,392,181,12113,5.2,null,0,1101,0=393;5=171;10=193;20=76;30=159;60=71;90=38,8031,1=4031;2=1628;4=665;6=393;8=228;10=141;12=367,null,null,122,10440,null,null,null,null,null,null,null,null,null,null,null,null,null,232845,103133,java=103133,null,null,null,5373,4482,null,null,null,null,null,null,null,10440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7855,63.0,2908,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"-6";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10440";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3093990,A,47638,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,512
COCOON,2003-03-27T00:00:00+0100,327,17,null,null,null,null,null,1278,null,33005,null,24.2,null,24249,19.0,22.0,3.0,null,null,null,null,null,null,0,null,null,null,null,null,446,null,233,392,181,12095,5.2,null,0,1101,0=393;5=171;10=193;20=76;30=159;60=71;90=38,8031,1=4031;2=1627;4=666;6=393;8=228;10=141;12=367,null,null,122,10440,null,null,null,null,null,null,null,null,null,null,null,null,null,232847,103136,java=103136,null,null,null,5373,4482,null,null,null,null,null,null,null,10440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7855,63.0,2908,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"-6";"level":"OK"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10440";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3094080,A,47640,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
COCOON,2003-03-28T00:00:00+0100,327,17,null,null,null,null,null,1286,null,33117,null,24.2,null,24498,19.0,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,460,null,233,421,183,12690,5.4,null,0,1102,0=394;5=171;10=193;20=76;30=159;60=70;90=39,8085,1=4054;2=1635;4=673;6=396;8=231;10=148;12=370,null,null,122,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,234051,104007,java=104007,null,null,null,5438,4494,null,null,null,null,null,null,null,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7899,62.7,2944,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"8";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10531";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3120210,A,48078,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,513
COCOON,2003-03-29T00:00:00+0100,327,17,null,null,null,null,null,1286,null,33117,null,24.1,null,24501,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,460,null,233,421,183,12690,5.4,null,0,1102,0=394;5=171;10=193;20=76;30=159;60=70;90=39,8085,1=4052;2=1637;4=673;6=396;8=231;10=148;12=370,null,null,122,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,234062,104017,java=104017,null,null,null,5438,4494,null,null,null,null,null,null,null,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7899,62.7,2944,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"8";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10531";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3120510,A,48084,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
COCOON,2003-03-30T00:00:00+0100,327,17,null,null,null,null,null,1286,null,33117,null,24.1,null,24501,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,460,null,233,421,183,12690,5.4,null,0,1102,0=394;5=171;10=193;20=76;30=159;60=70;90=39,8085,1=4052;2=1637;4=673;6=396;8=231;10=148;12=370,null,null,122,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,234062,104017,java=104017,null,null,null,5438,4494,null,null,null,null,null,null,null,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7899,62.7,2944,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"8";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10531";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3120510,A,48084,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
COCOON,2003-03-31T00:00:00+0200,327,17,null,null,null,null,null,1286,null,33117,null,24.1,null,24501,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,460,null,233,421,183,12690,5.4,null,0,1102,0=394;5=171;10=193;20=76;30=159;60=70;90=39,8085,1=4052;2=1637;4=673;6=396;8=231;10=148;12=370,null,null,122,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,234062,104017,java=104017,null,null,null,5438,4494,null,null,null,null,null,null,null,10531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7899,62.7,2944,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"8";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10531";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3120510,A,48084,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
COCOON,2003-04-01T00:00:00+0200,327,17,null,null,null,null,null,1286,null,33117,null,24.1,null,24504,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,460,null,233,421,183,12690,5.4,null,0,1102,0=394;5=171;10=193;20=76;30=159;60=70;90=39,8085,1=4052;2=1637;4=672;6=397;8=231;10=148;12=370,null,null,122,10536,null,null,null,null,null,null,null,null,null,null,null,null,null,234067,104022,java=104022,null,null,null,5438,4499,null,null,null,null,null,null,null,10536,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7899,62.7,2944,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"8";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10536";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3120660,A,48085,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
COCOON,2003-04-02T00:00:00+0200,328,17,null,null,null,null,null,1287,null,33174,null,24.2,null,24553,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,461,null,233,423,183,12759,5.4,null,0,1103,0=393;5=171;10=193;20=78;30=159;60=70;90=39,8092,1=4056;2=1637;4=671;6=399;8=231;10=149;12=371,null,null,122,10549,null,null,null,null,null,null,null,null,null,null,null,null,null,234374,104161,java=104161,null,null,null,5441,4508,null,null,null,null,null,null,null,10549,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7906,62.7,2947,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"9";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10549";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3124830,A,48150,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
COCOON,2003-04-03T00:00:00+0200,328,17,null,null,null,null,null,1287,null,33176,null,24.2,null,24552,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,461,null,233,423,183,12759,5.4,null,0,1103,0=393;5=171;10=193;20=78;30=159;60=70;90=39,8091,1=4055;2=1637;4=671;6=399;8=231;10=149;12=371,null,null,122,10530,null,null,null,null,null,null,null,null,null,null,null,null,null,234366,104157,java=104157,null,null,null,5434,4496,null,null,null,null,null,null,null,10530,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7906,62.7,2947,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"17";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"9";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10530";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3124710,A,48146,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
COCOON,2003-04-04T00:00:00+0200,327,15,null,null,null,null,null,1285,null,33134,null,24.1,null,24543,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,459,null,232,421,181,12725,5.4,null,0,1101,0=393;5=170;10=192;20=78;30=159;60=70;90=39,8084,1=4052;2=1638;4=668;6=400;8=230;10=149;12=371,null,null,122,10520,null,null,null,null,null,null,null,null,null,null,null,null,null,234142,104123,java=104123,null,null,null,5431,4493,null,null,null,null,null,null,null,10520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7897,62.7,2946,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"15";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"7";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10520";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3123690,A,48140,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,520
COCOON,2003-04-05T00:00:00+0200,327,14,null,null,null,null,null,1282,null,33088,null,24.1,null,24504,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,458,null,232,419,179,12667,5.4,null,0,1099,0=393;5=169;10=192;20=78;30=158;60=70;90=39,8070,1=4046;2=1634;4=666;6=398;8=230;10=149;12=371,null,null,122,10510,null,null,null,null,null,null,null,null,null,null,null,null,null,233791,103988,java=103988,null,null,null,5424,4492,null,null,null,null,null,null,null,10510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7882,62.7,2941,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"6";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10510";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3119640,A,48088,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
COCOON,2003-04-06T00:00:00+0200,327,14,null,null,null,null,null,1282,null,33088,null,24.1,null,24511,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,459,null,232,421,179,12635,5.4,null,0,1099,0=393;5=169;10=192;20=78;30=158;60=70;90=39,8070,1=4046;2=1634;4=666;6=398;8=230;10=149;12=371,null,null,122,10512,null,null,null,null,null,null,null,null,null,null,null,null,null,233826,104023,java=104023,null,null,null,5424,4493,null,null,null,null,null,null,null,10512,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7882,62.7,2941,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"7";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10512";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3120690,A,48109,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
COCOON,2003-04-07T00:00:00+0200,327,14,null,null,null,null,null,1282,null,33089,null,24.1,null,24534,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,457,null,232,423,179,12597,5.4,null,0,1099,0=393;5=169;10=192;20=78;30=158;60=70;90=39,8075,1=4050;2=1634;4=666;6=398;8=230;10=147;12=374,null,null,122,10507,null,null,null,null,null,null,null,null,null,null,null,null,null,233920,104110,java=104110,null,null,null,5422,4492,null,null,null,null,null,null,null,10507,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7883,62.7,2942,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"5";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10507";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3123300,A,48155,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
COCOON,2003-04-08T00:00:00+0200,327,14,null,null,null,null,null,1282,null,33090,null,24.1,null,24534,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,457,null,232,423,179,12597,5.4,null,0,1099,0=393;5=169;10=192;20=78;30=158;60=70;90=39,8075,1=4050;2=1634;4=666;6=398;8=230;10=147;12=374,null,null,122,10507,null,null,null,null,null,null,null,null,null,null,null,null,null,233921,104110,java=104110,null,null,null,5422,4492,null,null,null,null,null,null,null,10507,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7883,62.7,2942,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"5";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10507";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3123300,A,48155,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
COCOON,2003-04-09T00:00:00+0200,327,14,null,null,null,null,null,1282,null,33093,null,24.1,null,24534,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,457,null,232,423,179,12597,5.4,null,0,1099,0=393;5=169;10=192;20=78;30=158;60=70;90=39,8075,1=4050;2=1634;4=666;6=398;8=230;10=147;12=374,null,null,122,10507,null,null,null,null,null,null,null,null,null,null,null,null,null,233928,104113,java=104113,null,null,null,5422,4492,null,null,null,null,null,null,null,10507,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7883,62.7,2942,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"5";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10507";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3123390,A,48158,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
COCOON,2003-04-10T00:00:00+0200,327,14,null,null,null,null,null,1286,null,33127,null,24.1,null,24535,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,455,null,235,421,179,12564,5.4,null,0,1103,0=397;5=170;10=191;20=79;30=157;60=70;90=39,8081,1=4055;2=1635;4=667;6=398;8=230;10=146;12=374,null,null,122,10511,null,null,null,null,null,null,null,null,null,null,null,null,null,234329,104210,java=104210,null,null,null,5423,4497,null,null,null,null,null,null,null,10511,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7893,62.7,2946,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"3";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10511";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3126300,A,48206,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,525
COCOON,2003-04-11T00:00:00+0200,327,14,null,null,null,null,null,1286,null,33133,null,24.1,null,24538,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,455,null,235,421,179,12564,5.4,null,0,1103,0=397;5=170;10=191;20=79;30=157;60=70;90=39,8081,1=4055;2=1634;4=668;6=397;8=231;10=146;12=374,null,null,122,10510,null,null,null,null,null,null,null,null,null,null,null,null,null,234346,104220,java=104220,null,null,null,5422,4497,null,null,null,null,null,null,null,10510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7893,62.7,2946,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"3";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10510";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3126600,A,48213,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
COCOON,2003-04-12T00:00:00+0200,328,14,null,null,null,null,null,1287,null,33147,null,24.1,null,24551,19.1,22.2,3.0,null,null,null,null,null,null,0,null,null,null,null,null,455,null,235,421,179,12564,5.4,null,0,1104,0=396;5=171;10=192;20=79;30=157;60=70;90=39,8084,1=4058;2=1633;4=666;6=399;8=232;10=146;12=374,null,null,122,10515,null,null,null,null,null,null,null,null,null,null,null,null,null,234498,104286,java=104286,null,null,null,5425,4499,null,null,null,null,null,null,null,10515,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7898,62.7,2949,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"3";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10515";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3128580,A,48239,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,526
COCOON,2003-04-13T00:00:00+0200,329,14,null,null,null,null,null,1290,null,33201,null,24.1,null,24601,19.1,22.3,3.0,null,null,null,null,null,null,0,null,null,null,null,null,457,null,235,421,179,12647,5.4,null,0,1104,0=396;5=171;10=192;20=79;30=157;60=70;90=39,8095,1=4066;2=1633;4=668;6=397;8=231;10=147;12=377,null,null,122,10538,null,null,null,null,null,null,null,null,null,null,null,null,null,234838,104502,java=104502,null,null,null,5441,4504,null,null,null,null,null,null,null,10538,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7908,62.6,2956,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"5";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10538";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3135060,A,48323,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
COCOON,2003-04-14T00:00:00+0200,331,14,null,null,null,null,null,1330,null,33206,null,23.9,null,24831,18.7,22.5,3.0,null,null,null,null,null,null,0,null,null,null,null,null,465,null,235,422,180,12760,5.4,null,0,1105,0=396;5=171;10=192;20=79;30=157;60=70;90=40,8169,1=4123;2=1641;4=670;6=398;8=231;10=148;12=382,null,null,122,10653,null,null,null,null,null,null,null,null,null,null,null,null,null,236071,105582,java=105582,null,null,null,5490,4562,null,null,null,null,null,null,null,10653,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7938,62.4,2986,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"13";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10653";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3167460,A,48831,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
COCOON,2003-04-15T00:00:00+0200,331,14,null,null,null,null,null,1335,null,33269,null,23.9,null,24898,18.7,22.5,3.0,null,null,null,null,null,null,0,null,null,null,null,null,469,null,235,428,180,12874,5.4,null,0,1105,0=396;5=171;10=192;20=79;30=157;60=70;90=40,8174,1=4125;2=1641;4=670;6=399;8=231;10=147;12=384,null,null,122,10685,null,null,null,null,null,null,null,null,null,null,null,null,null,236473,105905,java=105905,null,null,null,5511,4569,null,null,null,null,null,null,null,10685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7938,62.4,2985,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"17";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10685";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3177150,A,49006,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
COCOON,2003-04-16T00:00:00+0200,332,14,null,null,null,null,null,1391,null,33351,null,23.6,null,25359,18.2,22.9,3.1,null,null,null,null,null,null,0,null,null,null,null,null,489,null,235,519,181,15371,6.4,null,0,1106,0=396;5=171;10=192;20=79;30=157;60=70;90=41,8282,1=4207;2=1645;4=677;6=403;8=232;10=148;12=392,null,null,122,10926,null,null,null,null,null,null,null,null,null,null,null,null,null,238819,107964,java=107964,null,null,null,5630,4671,null,null,null,null,null,null,null,10926,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7998,62.0,3043,{"level":"ERROR";"conditions":[{"metric":"blocker_violations";"op":"GT";"error":"0";"actual":"14";"level":"ERROR"};{"metric":"critical_violations";"op":"GT";"period":1;"error":"0";"actual":"37";"level":"ERROR"};{"metric":"open_issues";"op":"GT";"warning":"0";"actual":"10926";"level":"WARN"};{"metric":"reopened_issues";"op":"GT";"warning":"0";"actual":"0";"level":"OK"}]},ERROR,0,null,3238920,A,50040,null,3.7,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
